Datum,Schifffahrt
2013-06-08,727826
2013-06-09,727826
2013-06-10,727826
2013-06-11,727826
2013-06-12,727826
2013-06-13,727826
2013-06-14,727826
2013-06-15,727826
2013-06-16,727826
2013-06-17,727826
2013-06-18,727826
2013-06-19,727826
2013-06-20,727826
2013-06-21,727826
2013-06-22,727826
2013-06-23,727826
2013-06-24,727826
2013-06-25,727826
2013-06-26,727826
2013-06-27,727826
2013-06-28,727826
2013-06-29,727826
2013-06-30,727826
2013-07-01,1233966
2013-07-02,1233966
2013-07-03,1233966
2013-07-04,1233966
2013-07-05,1233966
2013-07-06,1233966
2013-07-07,1233966
2013-07-08,1233966
2013-07-09,1233966
2013-07-10,1233966
2013-07-11,1233966
2013-07-12,1233966
2013-07-13,1233966
2013-07-14,1233966
2013-07-15,1233966
2013-07-16,1233966
2013-07-17,1233966
2013-07-18,1233966
2013-07-19,1233966
2013-07-20,1233966
2013-07-21,1233966
2013-07-22,1233966
2013-07-23,1233966
2013-07-24,1233966
2013-07-25,1233966
2013-07-26,1233966
2013-07-27,1233966
2013-07-28,1233966
2013-07-29,1233966
2013-07-30,1233966
2013-07-31,1233966
2013-08-01,1000517
2013-08-02,1000517
2013-08-03,1000517
2013-08-04,1000517
2013-08-05,1000517
2013-08-06,1000517
2013-08-07,1000517
2013-08-08,1000517
2013-08-09,1000517
2013-08-10,1000517
2013-08-11,1000517
2013-08-12,1000517
2013-08-13,1000517
2013-08-14,1000517
2013-08-15,1000517
2013-08-16,1000517
2013-08-17,1000517
2013-08-18,1000517
2013-08-19,1000517
2013-08-20,1000517
2013-08-21,1000517
2013-08-22,1000517
2013-08-23,1000517
2013-08-24,1000517
2013-08-25,1000517
2013-08-26,1000517
2013-08-27,1000517
2013-08-28,1000517
2013-08-29,1000517
2013-08-30,1000517
2013-08-31,1000517
2013-09-01,604839
2013-09-02,604839
2013-09-03,604839
2013-09-04,604839
2013-09-05,604839
2013-09-06,604839
2013-09-07,604839
2013-09-08,604839
2013-09-09,604839
2013-09-10,604839
2013-09-11,604839
2013-09-12,604839
2013-09-13,604839
2013-09-14,604839
2013-09-15,604839
2013-09-16,604839
2013-09-17,604839
2013-09-18,604839
2013-09-19,604839
2013-09-20,604839
2013-09-21,604839
2013-09-22,604839
2013-09-23,604839
2013-09-24,604839
2013-09-25,604839
2013-09-26,604839
2013-09-27,604839
2013-09-28,604839
2013-09-29,604839
2013-09-30,604839
2013-10-01,569884
2013-10-02,569884
2013-10-03,569884
2013-10-04,569884
2013-10-05,569884
2013-10-06,569884
2013-10-07,569884
2013-10-08,569884
2013-10-09,569884
2013-10-10,569884
2013-10-11,569884
2013-10-12,569884
2013-10-13,569884
2013-10-14,569884
2013-10-15,569884
2013-10-16,569884
2013-10-17,569884
2013-10-18,569884
2013-10-19,569884
2013-10-20,569884
2013-10-21,569884
2013-10-22,569884
2013-10-23,569884
2013-10-24,569884
2013-10-25,569884
2013-10-26,569884
2013-10-27,569884
2013-10-28,569884
2013-10-29,569884
2013-10-30,569884
2013-10-31,569884
2013-11-01,345765
2013-11-02,345765
2013-11-03,345765
2013-11-04,345765
2013-11-05,345765
2013-11-06,345765
2013-11-07,345765
2013-11-08,345765
2013-11-09,345765
2013-11-10,345765
2013-11-11,345765
2013-11-12,345765
2013-11-13,345765
2013-11-14,345765
2013-11-15,345765
2013-11-16,345765
2013-11-17,345765
2013-11-18,345765
2013-11-19,345765
2013-11-20,345765
2013-11-21,345765
2013-11-22,345765
2013-11-23,345765
2013-11-24,345765
2013-11-25,345765
2013-11-26,345765
2013-11-27,345765
2013-11-28,345765
2013-11-29,345765
2013-11-30,345765
2013-12-01,381876
2013-12-02,381876
2013-12-03,381876
2013-12-04,381876
2013-12-05,381876
2013-12-06,381876
2013-12-07,381876
2013-12-08,381876
2013-12-09,381876
2013-12-10,381876
2013-12-11,381876
2013-12-12,381876
2013-12-13,381876
2013-12-14,381876
2013-12-15,381876
2013-12-16,381876
2013-12-17,381876
2013-12-18,381876
2013-12-19,381876
2013-12-20,381876
2013-12-21,381876
2013-12-22,381876
2013-12-23,381876
2013-12-24,381876
2013-12-25,381876
2013-12-26,381876
2013-12-27,381876
2013-12-28,381876
2013-12-29,381876
2013-12-30,381876
2013-12-31,381876
2014-01-01,302451
2014-01-02,302451
2014-01-03,302451
2014-01-04,302451
2014-01-05,302451
2014-01-06,302451
2014-01-07,302451
2014-01-08,302451
2014-01-09,302451
2014-01-10,302451
2014-01-11,302451
2014-01-12,302451
2014-01-13,302451
2014-01-14,302451
2014-01-15,302451
2014-01-16,302451
2014-01-17,302451
2014-01-18,302451
2014-01-19,302451
2014-01-20,302451
2014-01-21,302451
2014-01-22,302451
2014-01-23,302451
2014-01-24,302451
2014-01-25,302451
2014-01-26,302451
2014-01-27,302451
2014-01-28,302451
2014-01-29,302451
2014-01-30,302451
2014-01-31,302451
2014-02-01,331167
2014-02-02,331167
2014-02-03,331167
2014-02-04,331167
2014-02-05,331167
2014-02-06,331167
2014-02-07,331167
2014-02-08,331167
2014-02-09,331167
2014-02-10,331167
2014-02-11,331167
2014-02-12,331167
2014-02-13,331167
2014-02-14,331167
2014-02-15,331167
2014-02-16,331167
2014-02-17,331167
2014-02-18,331167
2014-02-19,331167
2014-02-20,331167
2014-02-21,331167
2014-02-22,331167
2014-02-23,331167
2014-02-24,331167
2014-02-25,331167
2014-02-26,331167
2014-02-27,331167
2014-02-28,331167
2014-03-01,379175
2014-03-02,379175
2014-03-03,379175
2014-03-04,379175
2014-03-05,379175
2014-03-06,379175
2014-03-07,379175
2014-03-08,379175
2014-03-09,379175
2014-03-10,379175
2014-03-11,379175
2014-03-12,379175
2014-03-13,379175
2014-03-14,379175
2014-03-15,379175
2014-03-16,379175
2014-03-17,379175
2014-03-18,379175
2014-03-19,379175
2014-03-20,379175
2014-03-21,379175
2014-03-22,379175
2014-03-23,379175
2014-03-24,379175
2014-03-25,379175
2014-03-26,379175
2014-03-27,379175
2014-03-28,379175
2014-03-29,379175
2014-03-30,379175
2014-03-31,379175
2014-04-01,590158
2014-04-02,590158
2014-04-03,590158
2014-04-04,590158
2014-04-05,590158
2014-04-06,590158
2014-04-07,590158
2014-04-08,590158
2014-04-09,590158
2014-04-10,590158
2014-04-11,590158
2014-04-12,590158
2014-04-13,590158
2014-04-14,590158
2014-04-15,590158
2014-04-16,590158
2014-04-17,590158
2014-04-18,590158
2014-04-19,590158
2014-04-20,590158
2014-04-21,590158
2014-04-22,590158
2014-04-23,590158
2014-04-24,590158
2014-04-25,590158
2014-04-26,590158
2014-04-27,590158
2014-04-28,590158
2014-04-29,590158
2014-04-30,590158
2014-05-01,662423
2014-05-02,662423
2014-05-03,662423
2014-05-04,662423
2014-05-05,662423
2014-05-06,662423
2014-05-07,662423
2014-05-08,662423
2014-05-09,662423
2014-05-10,662423
2014-05-11,662423
2014-05-12,662423
2014-05-13,662423
2014-05-14,662423
2014-05-15,662423
2014-05-16,662423
2014-05-17,662423
2014-05-18,662423
2014-05-19,662423
2014-05-20,662423
2014-05-21,662423
2014-05-22,662423
2014-05-23,662423
2014-05-24,662423
2014-05-25,662423
2014-05-26,662423
2014-05-27,662423
2014-05-28,662423
2014-05-29,662423
2014-05-30,662423
2014-05-31,662423
2014-06-01,766381
2014-06-02,766381
2014-06-03,766381
2014-06-04,766381
2014-06-05,766381
2014-06-06,766381
2014-06-07,766381
2014-06-08,766381
2014-06-09,766381
2014-06-10,766381
2014-06-11,766381
2014-06-12,766381
2014-06-13,766381
2014-06-14,766381
2014-06-15,766381
2014-06-16,766381
2014-06-17,766381
2014-06-18,766381
2014-06-19,766381
2014-06-20,766381
2014-06-21,766381
2014-06-22,766381
2014-06-23,766381
2014-06-24,766381
2014-06-25,766381
2014-06-26,766381
2014-06-27,766381
2014-06-28,766381
2014-06-29,766381
2014-06-30,766381
2014-07-01,1120624
2014-07-02,1120624
2014-07-03,1120624
2014-07-04,1120624
2014-07-05,1120624
2014-07-06,1120624
2014-07-07,1120624
2014-07-08,1120624
2014-07-09,1120624
2014-07-10,1120624
2014-07-11,1120624
2014-07-12,1120624
2014-07-13,1120624
2014-07-14,1120624
2014-07-15,1120624
2014-07-16,1120624
2014-07-17,1120624
2014-07-18,1120624
2014-07-19,1120624
2014-07-20,1120624
2014-07-21,1120624
2014-07-22,1120624
2014-07-23,1120624
2014-07-24,1120624
2014-07-25,1120624
2014-07-26,1120624
2014-07-27,1120624
2014-07-28,1120624
2014-07-29,1120624
2014-07-30,1120624
2014-07-31,1120624
2014-08-01,1090559
2014-08-02,1090559
2014-08-03,1090559
2014-08-04,1090559
2014-08-05,1090559
2014-08-06,1090559
2014-08-07,1090559
2014-08-08,1090559
2014-08-09,1090559
2014-08-10,1090559
2014-08-11,1090559
2014-08-12,1090559
2014-08-13,1090559
2014-08-14,1090559
2014-08-15,1090559
2014-08-16,1090559
2014-08-17,1090559
2014-08-18,1090559
2014-08-19,1090559
2014-08-20,1090559
2014-08-21,1090559
2014-08-22,1090559
2014-08-23,1090559
2014-08-24,1090559
2014-08-25,1090559
2014-08-26,1090559
2014-08-27,1090559
2014-08-28,1090559
2014-08-29,1090559
2014-08-30,1090559
2014-08-31,1090559
2014-09-01,626936
2014-09-02,626936
2014-09-03,626936
2014-09-04,626936
2014-09-05,626936
